,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Creative & Design Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Part time Jobs,Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
7145,Army National Guard,2019-01-01,25S Satellite Communication Systems Operator-Maintainer,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,Army National Guard,2019-01-01,92A Automated Logistical Specialist - Supply Chain,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7147,Army National Guard,2019-01-01,25B Information Technology Specialist,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,Bellagio ,2019-01-01,Ticket Office Representative (OC) (Excalibur),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7149,Army National Guard,2019-01-01,25L Cable Systems Installer/Maintainer,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,Penske,2019-01-01,Diesel Technician/Mechanic III - Entry Level,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,Horizontal Integration,2019-01-01,Android/Linux Engineer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7152,JPMorgan Chase,2019-01-01,Teller - PART TIME - Las Vegas West,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7153,Bellagio ,2019-01-01,Administrative Assistant II - Convention Services (ARIA),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,AECOM,2019-01-01,Finance Analyst I,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,UPS,2019-01-01,UPS Driver Helper - Part Time - Entry Level,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7156,Penn National Gaming,2019-01-01,Security Officer- Full Time- Swing Shift,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7157,20th Century Fox,2019-01-01,IT Support Specialist,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7158,Bellagio ,2019-01-01,Training Development Manager (Bellagio),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,Bellagio ,2019-01-01,Accounts Receivable Specialist (Corporate),Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,Bellagio ,2019-01-01,Business Solutions Executive  Finance/IT (Corporate),Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,Bellagio ,2019-01-01,Lead Fountain Worker (The Signature),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7162,Bellagio ,2019-01-01,Security Investigator (Park MGM),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7163,ADP.com,2019-01-01,Small Business Sales Trainee,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7164,Bellagio ,2019-01-01,Utility Porter/Stocker (Eataly at Park MGM),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7165,Bellagio ,2019-01-01,Digital Graphic Designer - Events Nightlife (Corporate),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7166,Wyndham Hotel Group,2019-01-01,Houseperson - WorldMark - Las Vegas Blvd.,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,Wyndham Hotel Group,2019-01-01,Servicing Analyst,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7168,Cox Communications,2019-01-01,Automotive Tech Apprentice,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7169,ENP Network,2019-01-01,Nurse Practitioner Psychiatric Speciality,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7170,Army National Guard,2019-01-01,Automated Logistical Specialist - Supply Chain,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7171,Rally Health,2019-01-01,IT Support Specialist II,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7172,Maier Gutierrez & Associates,2019-01-01,Associate Attorney,Legal Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7173,Penn National Gaming,2019-01-01,Trop Lounge-Apprentice Bartender-Casting Calls 10AM -2PM-,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,Penn National Gaming,2019-01-01,Trop Lounge-Lounge Server-Casting Calls 10AM -2PM-,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,Penn National Gaming,2019-01-01,Security Officer- On Call- Shift Varies,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7176,Penske,2019-01-01,Diesel Technician / Mechanic III - Entry Level,Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,Bellagio ,2019-01-01,Order Taker - Room Service (MGM Grand),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7178,Bellagio ,2019-01-01,Internal Auditor- Ethics/Investigation (Corporate),Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,Bellagio ,2019-01-01,VIP Lounge Representative (MGM Grand),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7180,Bellagio ,2019-01-01,Graphic Designer (Corporate),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7181,Bellagio ,2019-01-01,Fountain Worker  Burger Lounge (ARIA),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7182,Bellagio ,2019-01-01,Ambassador Nightclub/Lounge (MGM Springfield),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7183,Bellagio ,2019-01-01,Satellite Bank Cashier (ARIA),Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7184,Bellagio ,2019-01-01,Manager Group Revenue Optimization (Corporate),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7185,SoftVision   North America UK,2019-01-01,Sr. Data Engineer,Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,Bellagio ,2019-01-01,Wok Cook - Cook Relief (MGM Grand),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,Bellagio ,2019-01-01,Application Product Manager - HR Portal (Corporate),HR & Recruitment Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,Wyndham Hotel Group,2019-01-01,Cashier/Barista- Part Time - Wyndham - Grand Desert,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,Bellagio ,2019-01-01,Food Runner - Room Service (Luxor),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7190,Bellagio ,2019-01-01,Poker Dealer (Mandalay Bay),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7191,Bellagio ,2019-01-01,Bell Person (OC) (Excalibur),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,Bellagio ,2019-01-01,Head Baker (MGM Springfield),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7193,Bellagio ,2019-01-01,Diversity Inclusion Specialist Logistics (Corporate),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7194,Wyndham Hotel Group,2019-01-01,Dialer Administrator,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,Penn National Gaming,2019-01-01,Trop Lounge-Combo Bartender-Casting Calls 10AM -2PM-,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,Target,2019-01-01,Beauty Team Member,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7198,Rally Health,2019-01-01,"Sr. Manager, Workforce Management",HR & Recruitment Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,Baylor Health Care System,2019-01-01,"Occupational Therapist or Certified Hand Therapist- Las Vegas, NV (Sahara)",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,HCA   Hospital Corporation of America,2019-01-01,Medical ICU Nurse CC - Full Time Mixed,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7201,MGM Resorts International,2019-01-01,Employment Specialist (Corporate),HR & Recruitment Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7202,Rally Health,2019-01-01,Consumer Support Representative,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7204,HCA   Hospital Corporation of America,2019-01-01,Manager Emergency Services - Full Time,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,J. Crew,2019-01-01,"Assistant Manager, Madewell, Downtown Summerlin",Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7206,Bellagio ,2019-01-01,Dining Services Attendant I  In-Suite Dining Server (The Signature),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7207,Bellagio ,2019-01-01,Slots Shift Manager (Luxor),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Bellagio ,2019-01-01,PBX Attendant (OC) (Mandalay Bay),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7209,Bellagio ,2019-01-01,Houseperson - Housekeeping (MGM Grand),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,Bellagio ,2019-01-01,Master Cook - Joel Robuchon (MGM Grand),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Bellagio ,2019-01-01,Tower Services Manager II - Housekeeping (The Signature),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7212,Bellagio ,2019-01-01,Senior Analyst - Labor (Corporate),Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,Bellagio ,2019-01-01,Guest Room Attendant (GRA) - Housekeeping (MGM Grand),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,Wyndham Hotel Group,2019-01-01,"Supervisor, Sales and Marketing Contact Center",Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7215,Bellagio ,2019-01-01,Cocktail Server - Juniper Lounge (Park MGM),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,Bellagio ,2019-01-01,Lead MDM Developer (Corporate),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7217,Bellagio ,2019-01-01,Banquet C List Server (OC) (Luxor),Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7218,U.S. Bank,2019-01-01,Jr. Cloud Engineer,Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7219,ENP Network,2019-01-01,"Nurse Practitioner , Long Term Care - Queens, NY Sign on Bonus for External Candidates",Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220,Diamond Resorts International,2019-01-01,Facilities Supervisor,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7221,The Salvation Army,2019-01-01,Shelter Worker,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7222,trustaff,2019-01-01,Occupational Therapist,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7223,Cox Communications,2019-01-01,Call Center Inbound Sales Representative,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,Healthcare Partners,2019-01-01,Registered Dietitian,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,Johnson & Johnson,2019-01-01,"District Business Manager – Johnson and Johnson Vision Care, Inc.",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7226,Postmates,2019-01-01,Food Courier/Team Member,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7227,Postmates,2019-01-01,Grocery/Food Delivery Driver,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7228,Postmates,2019-01-01,Make More Money Delivering With Postmates,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7229,Postmates,2019-01-01,On-Demand Delivery Driver - Flexible Hours,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7230,Station Casinos,2019-01-01,Director of Sales-Sales-Palace-FT,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7231,Tuscany Suites & Casino,2019-01-01,Dishwasher - Marilyns Cafe,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7232,Station Casinos,2019-01-01,Marketing Campaign Manager- Marketing- Corporate -FT,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7233,Station Casinos,2019-01-01,Assistant Room Manager-Cafe-Fiesta Henderson-FT,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7234,Tuscany Suites & Casino,2019-01-01,Barback,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7235,BDO International,2019-01-01,Tax Managing Director,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7236,Sahara Surgery Center   HCA Healthcare,2019-01-01,Preop Nurse PRN,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7237,US Oncology,2019-01-01,Registered Nurse/Primary - Twain Clinic,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7238,Southern Hills Hosp & Med Ctr   HCA Healthcare,2019-01-01,Med/Surg RN - Full Time,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7239,Sunrise Hospital & Med Center   HCA Healthcare,2019-01-01,Med/Surg RN Float - Full Time,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7240,Sitter,2019-01-01,"Babysitting Wanted - Part Time Nanny Needed For 1.5 Year Old & Newborn, Seeking Sitter",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,ElderCare,2019-01-01,Elder Care Provider Wanted - Capable Elder Care Wanted Now,Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7242,BDO International,2019-01-01,Core Tax Services Manager,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,Limited Brands,2019-01-01,PINK Manager-Meadows,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7244,Corporate Care,2019-01-01,Floor Technician,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7245,Human Resource Network,2019-01-01,Licensed Practical Nurse (Per Diem),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7247,Human Resource Network,2019-01-01,Certified Medical Assistant,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7248,"California Boiler, Inc.",2019-01-01,Sales Engineer -Boiler Industry - (Relocation Package Available - CA),Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7249,First Transit,2019-01-01,Diesel Technician,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7250,PriceSpider,2019-01-01,QA Technician,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,Teach for America Headquarters,2019-01-01,Entry Level Teacher (Grades Pre-K-12) - An Opportunity for Impact,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7252,Calance US,2019-01-01,Systems Admin,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,Anderson Business Advisors,2019-01-01,Tax Supervisor,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7254,Confidential,2019-01-01,Senior Structural Engineer / Project Manager,Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,Sutherland,2019-01-01,Customer Service Technical Support Agent,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7256,Dessange Group   North America,2019-01-01,Franchise Business Coach/Technical - Cosmetology License Required,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7257,Teach for America Headquarters,2019-01-01,"K-12 Teacher, Open to All Career Backgrounds and Experience Levels",Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7258,Canyon Gate Country Club,2019-01-01,Line Cook,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7259,The Bill Lampe Group,2019-01-01,Part-Time/Full-Time Sales & Management,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7260,Ritchie Bros.,2019-01-01,OTR CDL Class A Flatbed Driver,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,Barclays,2019-01-01,Fraud Prevention Analyst,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7262,Barclays,2019-01-01,Fraud Prevention Specialist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7263,Avis Budget Group,2019-01-01,Local Market Sales Manager,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7264,"CK Transportation, Inc.",2019-01-01,CDL Driver,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7265,Francesca's Service Corporation,2019-01-01,Retail Sales Associate,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7266,BCG Attorney Search,2019-01-01,Litigation Associate Attorney,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7267,BCG Attorney Search,2019-01-01,Civil Litigation Associate Attorney,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7268,"California Pizza Kitchen, Inc.",2019-01-01,Restaurant Managers & Kitchen Managers,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7269,Rubio's,2019-01-01,Rubio's Shift Leader,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7271,Rubio's,2019-01-01,Restaurant General Manager,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7273,The PENTA Building Group,2019-01-01,VDC Engineer,Engineering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,United Restaurant & Hospitality Group,2019-01-01,Director Food & Beverage/Restaurant General Manager,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,Ritchie Bros.,2019-01-01,Inside Sales Representative - Las Vegas,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7276,Robert Half Technology,2019-01-01,PC Technician,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7277,Signature Dental Partners,2019-01-01,General Dentist,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7278,Robert Half Legal,2019-01-01,Gaming Licensing Paralegal - Vegas,Legal Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7279,Robert Half Technology,2019-01-01,Senior Android Developer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7280,The Soto Group,2019-01-01,Insurance Agent,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7281,Advancement Providers,2019-01-01,Events - Tradeshow/Convention - Data Entry Clerk - Registration Desk,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7282,"Pacific InterWest Building Consultants, Inc.",2019-01-01,Residential Building Inspector Part-Time - Las Vegas,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7283,ChemStation Las Vegas,2019-01-01,ChemStation Las Vegas,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
